speaker,utterance,emotion,annotation,temp
Chandler,"Nah, Monica's watching some cooking show. Come on, I don't want to miss when they were skinny.",neutral,4010000,"Training_Set"
Joey,"Let's go watch it at your place.",neutral,5000000,"Training_Set"
Chandler,"Dude, you have got to turn on",neutral,4100000,"Training_Set"
Phoebe,"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.","non-neutral",2100020,"Training_Set"
Phoebe,"No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?",neutral,3100010,"Training_Set"
Phoebe,"Hi Phoebe Abott, I'm your best friends daughter!",joy,0400010,"Training_Set"
Phoebe,"Are you ah, Phoebe Abott?",neutral,4000010,"Training_Set"
Phoebe,"Knock, knock, knock.",neutral,5000000,"Training_Set"
Rachel,"Uh, I just liked it better before it was better...","non-neutral",2010011,"Training_Set"
Rachel,"No, no, trust, me, it's, it's, it's much better that I know.",neutral,4000010,"Training_Set"
Phoebe,"Should I not have told you?",surprise,0002030,"Training_Set"
Rachel,"Oh, God...","non-neutral",0002021,"Training_Set"
Phoebe,"The end.",neutral,4100000,"Training_Set"
Rachel,"Ok, Ok, Pheebs...",neutral,4010000,"Training_Set"
Phoebe,"Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...","non-neutral",2200010,"Training_Set"
Rachel,"Oh, but he was my pig man...how did I not see this?","non-neutral",1100120,"Training_Set"
Phoebe,"Yes, good! Ok...","non-neutral",2100101,"Training_Set"
Rachel,"...pig...pig man!","non-neutral",1000202,"Training_Set"
Phoebe,"...like a...",neutral,3000101,"Training_Set"
Rachel,"He's like a big disgusting...","non-neutral",1000202,"Training_Set"
Phoebe,"Oh he's like a...","non-neutral",2000102,"Training_Set"
Rachel,"Oh, God, he's such a pig,","non-neutral",1000202,"Training_Set"
Phoebe,"Such a pig!","non-neutral",1000202,"Training_Set"
Rachel,"I don't know...right, he's the pig!","non-neutral",1000211,"Training_Set"
Phoebe,"No, wait, oh, what are we sorry about?",surprise,1000040,"Training_Set"
Phoebe,"I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!",sadness,0040001,"Training_Set"
Rachel,"Pheebs, if I had never met him this never would have happened!","non-neutral",1011002,"Training_Set"
Phoebe,"I'm so embarrassed, I'm the one he hit on!",surprise,0020030,"Training_Set"
Rachel,"No...",sadness,1040000,"Training_Set"
Phoebe,"Ok, I've got milk  Here you go...  Oh! Better?","non-neutral",1210010,"Training_Set"
Rachel,"I need some milk.",neutral,4010000,"Training_Set"
Phoebe,"Are you okay?",neutral,4001000,"Training_Set"
Joey,"Warm milk and",neutral,4100000,"Training_Set"
Ross,"Sure, what do you got?",neutral,5000000,"Training_Set"
Joey,"Fine! Do you want something to drink?","non-neutral",2000102,"Training_Set"
Ross,"Because it's weird!",disgust,0000104,"Training_Set"
Joey,"Why not?",neutral,3011000,"Training_Set"
Ross,We,neutral,5000000,"Training_Set"
Joey,"I want to do it again.","non-neutral",2120000,"Training_Set"
Ross,"I've said it! Okay?! But it's over Joey!","non-neutral",1000202,"Training_Set"
Joey,"Uh-huh!","non-neutral",1200011,"Training_Set"
Ross,"All right! All right! It was the best nap ever!",joy,0300011,"Training_Set"
Joey,"Okay! When?!","non-neutral",1000220,"Training_Set"
Ross,"I've had better.",neutral,4000001,"Training_Set"
Joey,"Come on! Admit it! That was the best nap you ever had!","non-neutral",1200011,"Training_Set"
Monica,"I don't believe you spent my wedding fund on the beach house!",anger,0000500,"Training_Set"
Ross,"JOEY!!!!!!",joy,0401000,"Training_Set"
Ross,"You'll see.",neutral,5000000,"Training_Set"
Joey,"No.",neutral,5000000,"Training_Set"
Phoebe,"All right, the seven of us miss you.","non-neutral",2111000,"Training_Set"
Joey,"No, I don't think so.",neutral,4100000,"Training_Set"
Phoebe,"So you're not homesick yet?",surprise,0000050,"Training_Set"
Joey,"Kinda, but I've just been having way too much fun.",joy,2300000,"Training_Set"
Phoebe,"Ohh, they're having a","non-neutral",2200010,"Training_Set"
Joey,"That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?",neutral,4000100,"Training_Set"
Phoebe,"And I was gonna go over and say 'hi!' but then I figured, he doesn't care if he looks like you.",joy,2300000,"Training_Set"
Phoebe,"I just say someone on the-that looks just like you on the subway.","non-neutral",2200010,"Training_Set"
Phoebe,"Ooh!",joy,0300020,"Training_Set"
Phoebe,"Ooh!",joy,0300020,"Training_Set"
Phoebe,"Hey!",joy,0500000,"Training_Set"
Phoebe,"Hey, Joey!",joy,0500000,"Training_Set"
Joey,"Hey, Pheebs! It's Joey!",joy,0500000,"Training_Set"
Phoebe,"Hello.",neutral,5000000,"Training_Set"
Joey,"What the heck is that?",surprise,0000041,"Training_Set"
Joey,"Absolutely! And if it doesn't, can I get the extra ticket?","non-neutral",1201010,"Training_Set"
Rachel,"Really?! You think that will work?",surprise,0001040,"Training_Set"
Rachel,"Jeez!","non-neutral",0000122,"Training_Set"
Chandler,"I'm coming already!!","non-neutral",0100121,"Training_Set"
Rachel,"All right!!","non-neutral",0200120,"Training_Set"
Phoebe,"I just feel so, uhh.....",neutral,3011000,"Training_Set"
Rachel,"Pheebs...",neutral,5000000,"Training_Set"
Monica,"Huh? What'd ya say Joe? I'll be right there.",surprise,1000040,"Training_Set"
Joey,"That's so sweet.  I'm gonna get some coffee.",neutral,3200000,"Training_Set"
Phoebe,"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",joy,0500000,"Training_Set"
Joey,"How's that going?",neutral,3001010,"Training_Set"
Phoebe,"Yeah?",surprise,1010030,"Training_Set"
Joey,"Uh, Pheebs, about your mom...",neutral,4001000,"Training_Set"
Monica,"Hi!","non-neutral",1200020,"Training_Set"
Phoebe,"Hi.",neutral,5000000,"Training_Set"
Monica,"You know that's nice, y'know we could put it back there after the surgeons remove it from your colon!",anger,0100400,"Training_Set"
Joey,"Eh! There you go.",neutral,3101000,"Training_Set"
Monica,"I can't leave it! You gouged a hole in my dingy floor.",anger,0000410,"Training_Set"
Joey,"You should ah, you should just leave it.",neutral,4000001,"Training_Set"
Joey,"It'd take forever to pry this up.","non-neutral",1010012,"Training_Set"
Joey,"Look at that, every inch of this stuff is glued down.",surprise,1000031,"Training_Set"
Joey,"Aw!",surprise,0010040,"Training_Set"
Monica,"That's a little more than I wanted to see.",disgust,1000004,"Training_Set"
Joey,"Relax. Here hold this . This old stuff just comes right off.",neutral,4100000,"Training_Set"
Monica,"I can't live like this! What are we gonna do? What are we gonna do?",fear,0013001,"Training_Set"
Joey,"Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.",disgust,1000103,"Training_Set"
Monica,"I highly doubt that.",anger,2000300,"Training_Set"
Joey,"Nothing. It's just old and dingy, that's all.",disgust,1001003,"Training_Set"
Monica,"Why, what's wrong with my bathroom floor?",surprise,1000130,"Training_Set"
Joey,"If you ever want to redo the bathroom floor.",neutral,4100000,"Training_Set"
Joey,"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.",neutral,4100000,"Training_Set"
Monica,"Hey! Where 'ya headin' in those pants? 1982?","non-neutral",1100021,"Training_Set"
Ross,"Hi.",neutral,5000000,"Training_Set"
Chandler,"Ross-Joey, Joey-Ross.",neutral,5000000,"Training_Set"
Joey,"Cool!!",joy,1400000,"Training_Set"
Ross,"My wife's a lesbian.","non-neutral",2001110,"Training_Set"
Monica,"Hey, are you okay?","non-neutral",2010020,"Training_Set"
Phoebe,"Oh, Ross you're right, I don't know why I always thought this was real grass.","non-neutral",2010020,"Training_Set"
Ross,"Huh?","non-neutral",2010020,"Training_Set"
Phoebe,"You have chalk on your face.",neutral,4000100,"Training_Set"
Ross,"Oh well. It probably would've been the most constructive solution.",neutral,4010000,"Training_Set"
Ross,"Stupid balls are in the way.","non-neutral",1001102,"Training_Set"
Phoebe,"What?","non-neutral",2001110,"Training_Set"
Ross,"No, come on don't start.  Ouch!","non-neutral",1100201,"Training_Set"
Phoebe,"Well, that's not something a girl wants to hear.","non-neutral",2110100,"Training_Set"
Phoebe,"Well, maybe we will.  Oh!",joy,1400000,"Training_Set"
Phoebe,"Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.",neutral,4000010,"Training_Set"
Phoebe,"Oh hello.",neutral,4000010,"Training_Set"
Joey,"Oww crushing bones!",surprise,1001030,"Training_Set"
Joey,"Here we go.",neutral,5000000,"Training_Set"
Joey,"Take my hand.",neutral,5000000,"Training_Set"
Joey,"Okay.",neutral,5000000,"Training_Set"
Joey,"Okay Rach-Rach-Rach look at me, look at me, everything's gonna be fine, trust me.",neutral,5000000,"Training_Set"
Rachel,"Okay. Oh God-Ow!-Oo!",surprise,1001030,"Training_Set"
Joey,"Absolutely.",neutral,4010000,"Training_Set"
Rachel,"Really?",neutral,3001010,"Training_Set"
Joey,"When my sisters were pregnant they got every weird feeling in the book, it was always nothing.",neutral,5000000,"Training_Set"
Joey,"Okay.",neutral,5000000,"Training_Set"
Joey,"Oh hey whoa-whoa, don't worry.",surprise,2000030,"Training_Set"
Rachel,"Joey. Joey, something feels weird and not good weird. I don't-Whoa!!",fear,1003010,"Training_Set"
Joey,"Stupid closet full of bugs!",anger,0001301,"Training_Set"
Joey,"Y'know it wouldn't kill ya to respect your wife's privacy!","non-neutral",1001201,"Training_Set"
Joey,"I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.",disgust,1001003,"Training_Set"
Chandler,"And here we go",neutral,4000001,"Training_Set"
Joey,"My little sister Dina!",joy,2300000,"Training_Set"
Rachel,"Oh Joey, I'm hardly a",neutral,3100010,"Training_Set"
Joey,"Here she is! Future fashion superstar!",joy,1400000,"Training_Set"
Rachel,"You sure?","non-neutral",2011010,"Training_Set"
Rachel,"Oh God. I'm sorry about this.",sadness,0050000,"Training_Set"
Rachel,"I'm sorry, it's not very fair to you.",sadness,0050000,"Training_Set"
Rachel,"I'm just doing it to get back at Ross.","non-neutral",2020100,"Training_Set"
Rachel,"Well, oh, Mark, I'm doing this for the wrong reasons, y'know?",sadness,0040001,"Training_Set"
Rachel,"I can't do this.",sadness,0040100,"Training_Set"
Phoebe,"Jason?",neutral,4000010,"Training_Set"
Ross,"Move it! Move it! Move it!! Hey!!! I'm the teacher!!",anger,0001310,"Training_Set"
Ross,"What?! That-that's all the way cross town, I'm supposed to teach a graduate seminar there in ten minutes.",surprise,0000050,"Training_Set"
Ross,"Oh, uh does anyone know where the Freeman building is?",neutral,4000010,"Training_Set"
Ross,"Okay, that-that's all for today.",neutral,5000000,"Training_Set"
Ross,"which brings us back, of course, to Greely's theory of dominance.",neutral,5000000,"Training_Set"
Chandler,"You're turning into a woman.","non-neutral",2000111,"Training_Set"
Phoebe,"Wow! Nice! Manly and also kind of a slut.","non-neutral",0200021,"Training_Set"
Joey,"Check it out.  How much of a man am I?!",joy,2300000,"Training_Set"
Phoebe,"Hey!",joy,2300000,"Training_Set"
Joey,"Hey Pheebs!",joy,2300000,"Training_Set"
Rachel,"I did not mean to touch that-I mean",fear,1003010,"Training_Set"
Rachel,"Oh God, I'm sorry!","non-neutral",0022010,"Training_Set"
Rachel,"Oh God I'm sorry!","non-neutral",0022010,"Training_Set"
Rachel,"Okay, well then how about a handshake?",neutral,4100000,"Training_Set"
Chandler,"We need the stuff.",neutral,3010010,"Training_Set"
Monica,"I mean you're not the only ones on your honeymoon!","non-neutral",1100201,"Training_Set"
Monica,"I mean we should get free stuff too!",anger,0200300,"Training_Set"
Monica,"You already got the first class tickets; you got the lounge!","non-neutral",1100111,"Training_Set"
Monica,"Yeah!","non-neutral",1100210,"Training_Set"
Chandler,"We're you just ten seconds later!","non-neutral",2100200,"Training_Set"
Monica,"No!! You have been screwing us all day!",anger,0000410,"Training_Set"
Monica,"What?",surprise,1000040,"Training_Set"
Chandler,"Oh you've got to be kidding me.",surprise,0000131,"Training_Set"
Monica,"I can't believe we're here.",joy,0400010,"Training_Set"
Chandler,"Okay.",neutral,4010000,"Training_Set"
Joey,"Good, and hey! My treat.  But that's only because you're not eating anything, right?",joy,0300020,"Training_Set"
Chandler,"Yeah. Right.",neutral,3000020,"Training_Set"
Joey,"Yeah, you've been avoiding her ever since we started going out. Look, I made an","non-neutral",2000210,"Training_Set"
Chandler,"You got me.","non-neutral",2020010,"Training_Set"
Joey,"Yeah! You don't like Kathy.","non-neutral",1000220,"Training_Set"
Chandler,"Hi.",neutral,4000100,"Training_Set"
Ross,"Hello.",neutral,4100000,"Training_Set"
Phoebe,"Intense and creepy.",neutral,3010010,"Training_Set"
Phoebe,"They just think you're a little...","non-neutral",2021000,"Training_Set"
Phoebe,"They don't see all the good stuff and all the sweet stuff.",sadness,2030000,"Training_Set"
Phoebe,"But they don't see all the wonderfulness that I see.","non-neutral",2020010,"Training_Set"
Phoebe,"In that, um, they don't.",sadness,1040000,"Training_Set"
Phoebe,"They-they have a liking problem with you.",sadness,2030000,"Training_Set"
Phoebe,"It's my friends.",sadness,2030000,"Training_Set"
Phoebe,"It's, I mean, it's nothing, I'm fine.",sadness,1031000,"Training_Set"
Phoebe,"Nothing, nothing.","non-neutral",2020010,"Training_Set"
Monica,"What?","non-neutral",2000120,"Training_Set"
Joey,"No kiddin', hmm.","non-neutral",2010020,"Training_Set"
Monica,"'Fraid so. Brown hair, green eyes...",neutral,5000000,"Training_Set"
Joey,"Sounds nice.",neutral,4100000,"Training_Set"
Monica,"Oh yeah, picked a guy, 37135.",neutral,5000000,"Training_Set"
Joey,"So you're really doing this, huh?",surprise,2000030,"Training_Set"
Monica,"Sperm.",neutral,5000000,"Training_Set"
Joey,"Sperm or regular?",neutral,4000010,"Training_Set"
Monica,"To the bank.",neutral,5000000,"Training_Set"
Joey,"Where you going?",neutral,5000000,"Training_Set"
Monica,"Hey.",neutral,5000000,"Training_Set"
Joey,"Hey.",neutral,5000000,"Training_Set"
Ross,"Oh no! An asteroid!",surprise,0001040,"Training_Set"
Chandler,"I'm an alien. I'm an alien.",neutral,3110000,"Training_Set"
Ross,"Oh come on! Here we go!  Stand by for mission countdown!",joy,0300020,"Training_Set"
Ross,"!",neutral,3000011,"Training_Set"
Ross,"Presenting Sarah Tuttle's Private Very Special Spacecamp!",joy,2300000,"Training_Set"
Ross,"I'm, I'm sorry you didn't get to go to Spacecamp, and I'm hoping that maybe somehow, this may make up for it.",sadness,2030000,"Training_Set"
Chandler,"Don't get to excited because that's not gonna happen unless you get-No way!",surprise,0000131,"Training_Set"
Chandler,"Now that one card could be worth $100 bringing your total to 1,500.",neutral,4100000,"Training_Set"
Chandler,"Now, after you receive the doubling bonus, you get uh, one card.",neutral,4001000,"Training_Set"
Chandler,"Hey, I didn't make up the rules.",neutral,4000001,"Training_Set"
Joey,"Really?",surprise,2000030,"Training_Set"
Chandler,"Well you see in Cups, once you get $700, you have to double it.",neutral,5000000,"Training_Set"
Joey,"What?",surprise,0000140,"Training_Set"
Chandler,"Double it!","non-neutral",1100021,"Training_Set"
Joey,"Yeah.",neutral,5000000,"Training_Set"
Chandler,"Not 700 exactly?",surprise,2000030,"Training_Set"
Joey,"Uh,  wow, 700.",surprise,0200030,"Training_Set"
Chandler,"Okay, now much have you won so far?",neutral,5000000,"Training_Set"
Chandler,"That my friend is D-Cup.",neutral,3200000,"Training_Set"
Chandler,"It doesn't matter because nothing beats a three and a six.","non-neutral",2010101,"Training_Set"
Joey,"Well, what did you have?",neutral,3000110,"Training_Set"
Chandler,"You win.","non-neutral",2110100,"Training_Set"
Phoebe,"Oh, I'd like that.",neutral,3200000,"Training_Set"
Chandler,"We should always always break up together.",neutral,4100000,"Training_Set"
Phoebe,"It's like a gift.",neutral,4100000,"Training_Set"
Chandler,"How do you do that?",surprise,1000040,"Training_Set"
Phoebe,"Wait here. Breathe.",neutral,3002000,"Training_Set"
Chandler,"I'm not fine. Here she comes.",fear,0013001,"Training_Set"
Phoebe,"All right.",neutral,4100000,"Training_Set"
Chandler,"I'm fine.",neutral,5000000,"Training_Set"
Phoebe,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",neutral,5000000,"Training_Set"
Chandler,"Oh, I don't know, a million?","non-neutral",2020001,"Training_Set"
Phoebe,"Oh my god.  How many of those have you had?",surprise,1000031,"Training_Set"
Chandler,"I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.","non-neutral",0021002,"Training_Set"
Chandler,"Oh, my god, I'm so sorry. Are you ok?","non-neutral",0012020,"Training_Set"
Chandler,"You're like the boom, boom, ... boom.",neutral,4100000,"Training_Set"
Chandler,"I'm like the bing, bing, bing.","non-neutral",2210000,"Training_Set"
Chandler,"You know, I mean, it's like we're different.",neutral,4000010,"Training_Set"
Chandler,"Here's the thing, Janice.",neutral,5000000,"Training_Set"
Rachel,"Uh... I don't know.",neutral,5000000,"Training_Set"
Rachel,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",neutral,3011000,"Training_Set"
Rachel,"He's right there, he's got the blue jacket on, I... can I j-just...","non-neutral",2020100,"Training_Set"
Rachel,"No, I know, but I-he just went on.",neutral,4000100,"Training_Set"
Rachel,"Oh, no, no, I don't have one. I just need to talk to my friend.",neutral,4001000,"Training_Set"
Rachel,"Hi.",neutral,4100000,"Training_Set"
Rachel,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",neutral,4010000,"Training_Set"
Rachel,"My God. Okay.  Ha-ha-ha beat ya! Sucker!",surprise,0200030,"Training_Set"
Rachel,"What?",surprise,0000050,"Training_Set"
Rachel,"Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.","non-neutral",1002011,"Training_Set"
Rachel,"Oh. Look at you making up crap for me. Oh God!","non-neutral",1100120,"Training_Set"
Ross,"I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.",neutral,4100000,"Training_Set"
Ross,"Y'know what I think it is?",neutral,4000010,"Training_Set"
Rachel,"Oh that's five Ross. Five women have had five babies! And I have had no babies! Why doesn't she want to come out?","non-neutral",1010210,"Training_Set"
Rachel,"Yeah, 'cause that's why you won't get Isabella Rosselini, geography.",neutral,4000001,"Training_Set"
Chandler,"So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.",neutral,4100000,"Training_Set"
Rachel,"So?",neutral,3000020,"Training_Set"
Chandler,"Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.",joy,1300010,"Training_Set"
Ross,"And!! Isabella Rosselini.",joy,2300000,"Training_Set"
Chandler,"Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.",disgust,2000003,"Training_Set"
Ross,"Susan Sarandon.",neutral,3200000,"Training_Set"
Chandler,"Oooh-hoo, very attractive, forgiving.",surprise,0200030,"Training_Set"
Ross,"Okay, Elizabeth Hurely....",joy,2300000,"Training_Set"
Chandler,"All right, so who do you got it narrowed down to?",neutral,5000000,"Training_Set"
Ross,"Yeah, it's hard okay, I only have two spots left.",neutral,3110000,"Training_Set"
Rachel,"Oh my God! You are giving this a lot of thought.",surprise,0000041,"Training_Set"
Ross,"Celebrities I'm allowed to sleep with.",neutral,3200000,"Training_Set"
Rachel,"Three of your five, what?",neutral,3000020,"Training_Set"
Ross,"Okay, I've got three of my five.",neutral,5000000,"Training_Set"
Monica,"You know, the guys are probably having a great time.",neutral,3110000,"Training_Set"
Chandler,"Yeah, I mean, it would be rude to them  for us to leave now.",neutral,4000001,"Training_Set"
Ross,"Well maybe, you know, maybe we should stay for one song.",neutral,4010000,"Training_Set"
Chandler,"So, let's go.",neutral,5000000,"Training_Set"
Ross,"Yeah, I know, it's my birthday. We all should be here.",sadness,2030000,"Training_Set"
Monica,"You know what? I'm not gonna be able to enjoy this.","non-neutral",2010200,"Training_Set"
Ross,"Does that mean the same thing in England as it does in America?","non-neutral",2011010,"Training_Set"
Ross,"No, no, that-that, that's all right. Umm, I'm just glad you called.",joy,1300010,"Training_Set"
Ross,"Emily, hi! Uh, how-how was you flight?","non-neutral",2001020,"Training_Set"
Ross,"Hello?",surprise,2000030,"Training_Set"
Phoebe,"Well tell that to them. Oh! You can't, their dead.","non-neutral",2002001,"Training_Set"
Ross,"It's, it's, it's just ah, a coincidence.",neutral,5000000,"Training_Set"
Ross,"Pheebs, come on, you didn't kill anybody, these people just happened to die when you went to the dentist.",neutral,3000020,"Training_Set"
Phoebe,"That's why I take such good care of my teeth now, y'know, it's not about oral hygiene, I floss to save lives!",neutral,3002000,"Training_Set"
Phoebe,"Yes, while I was in the chair!","non-neutral",1021010,"Training_Set"
Rachel,"And all these people actually died?",surprise,0000050,"Training_Set"
Phoebe,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend 'Albino Bob'.","non-neutral",2021000,"Training_Set"
Rachel,"Phoebe, what? Umm...what?!",surprise,0000050,"Training_Set"
Chandler,"That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.",joy,0400010,"Training_Set"
Phoebe,"Because, every time I go to the dentist, somebody dies.","non-neutral",1022000,"Training_Set"
Ross,"Why? Why can't you go to him?",surprise,1000040,"Training_Set"
Chandler,"See that is the problem with invisible dentists.",neutral,3200000,"Training_Set"
Phoebe,"No thanks, I have a good one too. I just, I, I can't see him.",fear,1013000,"Training_Set"
Ross,"So what's a matter, you need a dentist? I've got a good one.",neutral,4000010,"Training_Set"
Chandler,"All right I'll have one.",neutral,5000000,"Training_Set"
Phoebe,"No, no, it's just my tooth.","non-neutral",1011002,"Training_Set"
Ross,"Neither will I.",neutral,3000002,"Training_Set"
Chandler,"Okay, I'm not gonna have one.",neutral,3000002,"Training_Set"
Chandler,"I will have one.",neutral,4100000,"Training_Set"
Rachel,"Here you go Pheebs. Who else wants one of my special homemade brownies?",neutral,4000001,"Training_Set"
Joey,"What? Mine aren't tinted.",surprise,0000050,"Training_Set"
Chandler,"Well he's probably mad after you called him this morning to borrow his goggles.",neutral,3000101,"Training_Set"
Monica,"Why? Do you think he's still mad at us?",surprise,1000040,"Training_Set"
Joey,"Hey, does anybody else feel bad about Ross?","non-neutral",2011010,"Training_Set"
Joey,"This will just be my batch.",neutral,5000000,"Training_Set"
Monica,"It's way to hot.","non-neutral",2001011,"Training_Set"
Monica,"Oh Joey don't!",fear,0003002,"Training_Set"
Monica,"Jam.",neutral,5000000,"Training_Set"
Monica,"What's the opposite of man?",neutral,4000010,"Training_Set"
Monica,"I needed a plan, a plan to get over my man.","non-neutral",2020100,"Training_Set"
Monica,"I'm sick and tired of being depressed about Richard.","non-neutral",1020101,"Training_Set"
Monica,"I'm going into business people.",neutral,4100000,"Training_Set"
Chandler,"Because the kids need new shoes.",neutral,5000000,"Training_Set"
Joey,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",joy,0300020,"Training_Set"
Rachel,"Monica's making jam.",neutral,5000000,"Training_Set"
Joey,"What is this? Fruit?",surprise,1000040,"Training_Set"
Chandler,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.","non-neutral",1020011,"Training_Set"
Joey,"Nooo. I had a story all worked out but then Chandler sold me out.","non-neutral",1010102,"Training_Set"
Rachel,"Did you tell the doctor you did it jumping up and down on your bed?",neutral,4100000,"Training_Set"
Joey,"No, I gotta wear this thing for a couple weeks.","non-neutral",2010002,"Training_Set"
Ross,"Aww, is it broken?",sadness,0040001,"Training_Set"
Chandler,"Hey.",neutral,5000000,"Training_Set"
Joey,"Hey.",neutral,5000000,"Training_Set"
Rachel,"I didn't know there were docks.",surprise,2000030,"Training_Set"
Monica,"Went down to the docks. Bet ya didn't know you could get it wholesale.",neutral,3200000,"Training_Set"
Ross,"Where'd you get fruit at four in the morning?",surprise,1000040,"Training_Set"
Monica,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.","non-neutral",2200010,"Training_Set"
Phoebe,"That oughta do it.",neutral,5000000,"Training_Set"
Chandler,"I'm free! I'm free!",joy,0500000,"Training_Set"
Phoebe,"Oh, he needed some time to grieve.",neutral,3020000,"Training_Set"
Rachel,"Where's Chandler?",neutral,5000000,"Training_Set"
Monica,"Oh, I'm sorry.",sadness,1040000,"Training_Set"
Ross,"Sure, you coulda. You never know.",neutral,5000000,"Training_Set"
Monica,"That's terrible.","non-neutral",2020001,"Training_Set"
Rachel,"How did this happen?",neutral,4000010,"Training_Set"
Monica,"Mr. Heckles.",neutral,5000000,"Training_Set"
Rachel,"We won. We won!",joy,0500000,"Training_Set"
Monica,"Stop with the broom, we're not making noise.",neutral,3000200,"Training_Set"
Joey,"""Oh, Chandler, now, now, that's it. There, faster!""",joy,1300010,"Training_Set"
Rachel,"""Oh, my, god.""",surprise,1000040,"Training_Set"
Phoebe,"I miss Janice though.  ""Hello, Chandler Bing.""",neutral,4100000,"Training_Set"
Ross,"We'll give you Janice.",neutral,5000000,"Training_Set"
Chandler,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",neutral,4000001,"Training_Set"
Rachel,"All right, bye-bye.",neutral,4000001,"Training_Set"
Monica,"Okay, Mr. Heckles, we'll try to keep it down.",neutral,3010001,"Training_Set"
Joey,"Bijan for men?  Bijan for men?  Bijan for men?",neutral,3000020,"Training_Set"
Chandler,"Whooooaaaa....",surprise,0101030,"Training_Set"
Chandler,"Good!",joy,0400010,"Training_Set"
Chandler,"You got it?",neutral,3000110,"Training_Set"
Chandler,"Well, let me tell you something... you will care about it, because I care about it!","non-neutral",1000220,"Training_Set"
Chandler,"Oh, really, really, really?","non-neutral",2000120,"Training_Set"
Chandler,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",anger,0010400,"Training_Set"
Chandler,"Yes, Fran.",neutral,5000000,"Training_Set"
Ross,"I'm sorry. Dr. Green, Mona. Mona, Dr. Green.","non-neutral",2012000,"Training_Set"
Ross,"But I didn't want to.","non-neutral",2001101,"Training_Set"
Ross,"Hey! I offered to marry her!",anger,0001400,"Training_Set"
Ross,"Oh but not that way. I mean...I mean I'm not in love with her. I love her like a, like a friend.","non-neutral",2001011,"Training_Set"
Ross,"No! No sir umm, she means a lot to me. I mean, I care-I-I love Rachel.",fear,1013000,"Training_Set"
Ross,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",fear,1013000,"Training_Set"
Ross,"Who did?!",surprise,0000050,"Training_Set"
Monica,"I know. Thanks.",neutral,4100000,"Training_Set"
Chandler,"Oh yeah, that sounds great.  Oh, and listen, it's, it's gonna be....",neutral,4100000,"Training_Set"
Monica,"Well, if you wanna get a drink later we can.",neutral,4100000,"Training_Set"
Chandler,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",neutral,5000000,"Training_Set"
Monica,"Yeah! And I got it on sale, too.",joy,1400000,"Training_Set"
Chandler,"No, I mean it, this feels really good. Is it a hundred percent cotton?","non-neutral",1200020,"Training_Set"
Monica,"I know, it is isn't it?",joy,2300000,"Training_Set"
Chandler,"Umm, this is nice.",neutral,3200000,"Training_Set"
Phoebe,"Oh no!You guys aren't supposed to get divorced for 7 years!",surprise,0011030,"Training_Set"
Chandler,"Have I got a surprise for you? Pack your bags!","non-neutral",2200001,"Training_Set"
Phoebe,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",neutral,3020000,"Training_Set"
Ross,"Phoebe, what happened?",neutral,3010010,"Training_Set"
Phoebe,"Well, I can't give you a massage, because my licence has been    revoked again!",sadness,0030101,"Training_Set"
Monica,"Well you",neutral,5000000,"Training_Set"
Ross,"I'd love to!",joy,0500000,"Training_Set"
Phoebe,"Sure!",joy,1400000,"Training_Set"
Monica,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",neutral,4100000,"Training_Set"
Ross,"Hi!",joy,1300010,"Training_Set"
Phoebe,"Hey!",joy,1300010,"Training_Set"
