id,"i_dialog","i_utterance",speaker,utterance
687,77,7,Ross,"Okay, maybe it wasn?t my best decision. But I just couldn?t face another failed marriage."
686,77,6,Monica,"Ross!"
685,77,5,Phoebe,"Oh my God!!"
684,77,4,Monica,"You?re kidding!"
683,77,3,Chandler,"What?"
682,77,2,Rachel,"When?! After the birth of our first secret child?!  Ross didn?t get the annulment; we are still married."
681,77,1,Ross,"Look I was going to tell you!"
680,77,0,Rachel,"I cannot believe that you didn?t tell me that we are still married!!"
679,76,13,Chandler,"Hey, what do I know? I wanted to get a bigger gorilla."
678,76,12,Joey,"See this is what I was afraid of, I didn占쏙옙t think I should be  here either but somebody  said he占쏙옙d be over it by now."
677,76,11,Rachel,"Yeah, I占쏙옙m not so sure you should be here when he comes up."
676,76,10,Joey,"That占쏙옙s not fair! I can占쏙옙t do that."
675,76,9,Rachel,"Well, you more then me, but he can占쏙옙t stay to mad at me. I  mean, I just had his baby."
674,76,8,Joey,"Is he still mad at us?"
673,76,7,Rachel,"He占쏙옙s downstairs getting the rest of the stuff out of the  cab."
672,76,6,Joey,"Hey so where占쏙옙s Ross?"
671,76,5,Rachel,"What are people think占쏙옙  Oh you guys I love it."
670,76,4,Rachel,"Oh my gosh there占쏙옙s  something every mother needs, a giant stuffed gorilla that takes up the entire  apartment!"
669,76,3,Rachel,"Oh Ah!"
668,76,2,Phoebe,"Look at all the stuff people sent!"
667,76,1,Rachel,"Oh you guys thanks for doing this."
666,76,0,Monica,"Phoebe did the signs!"
665,75,9,Chandler,"Actually, it?s Miss Chinandolor Bong."
664,75,8,Monica,"I knew that! Rachel! Use you?re head!"
663,75,7,Ross,"I?m afraid the TV Guide comes to Chinandolor Bong."
662,75,6,Monica,"No!!"
661,75,5,Rachel,"Chandler gets it! It?s Chandler Bing!"
660,75,4,Ross,"Every week, the TV Guide comes to Chandler and Joey?s apartment. What name appears on the address label?"
659,75,3,Rachel,"We?ll take Literature!!"
658,75,2,Chandler,"Nice shooting!"
657,75,1,Ross,"Althea is correct."
656,75,0,Chandler,"You're shooting with Althea?!"
655,74,9,Joey,"Yeah, but it's not gonna last. She's too much for me in bed. Sexually."
654,74,8,Bob,"Monica, Monica is great."
653,74,7,Joey,"Oh, yeah, yeah, listen for it."
652,74,6,Bob,"Huh, I never really noticed."
651,74,5,Joey,"Like a happy little squirrel, or a weasel."
650,74,4,Joey,"That cute nibbly noise when she eats."
649,74,3,Joey,"You know what I miss the most about her?"
648,74,2,Joey,"You're a lucky man."
647,74,1,All,"Hey!"
646,74,0,Ross,"Look at it this way:"
645,73,13,Chandler,"That?s correct."
644,73,12,Monica,"The second sister dies in"
643,73,11,Chandler,"No. No, I-I was, I was talking about the book I was reading."
642,73,10,Monica,"The second sister dies?!"
641,73,9,Chandler,"Okay, so how bummed were you when the second sister died huh?"
640,73,8,Monica,"Okay that does sound like fun."
639,73,7,Chandler,"It?d be fun!"
638,73,6,Chandler,"We can just like talk to each other all night long, y?know like we did when we were first going out."
637,73,5,Chandler,"Y?know, now that we are up?"
636,73,4,Chandler,"Hey, y?know what we can do?"
635,73,3,Monica,"Here, let me make the milk, I?m up anyway."
634,73,2,Chandler,"It got interesting! Damn you Oprah!"
633,73,1,Monica,"With a wok?  I thought you were going to read my boring book to put you asleep."
632,73,0,Chandler,"Shhhhhhhhh!!!  I?m sorry, I thought maybe I?d make some warm milk and it would help me sleep."
631,72,10,Monica,"No, she's out shopping."
630,72,9,Ross,"Is Rachel here? I gotta talk to her."
629,72,8,Monica,"Hey."
628,72,7,Joey,"Hey!"
627,72,6,Ross,"Hey."
626,72,5,Chandler,"It's a real conference."
625,72,4,Chandler,"Do you want people to think it's a fake conference?"
624,72,3,Chandler,"I'm not in charge of where the conference is held."
623,72,2,Monica,"Oh now that-that-that's funny, it seems like Chandler's conference could've been in Connecticut or Vermont."
622,72,1,Phoebe,"Oh weird, Chandler just told us he's got a conference there!"
621,72,0,Monica,"Hey, guess what I'm doing this weekend! I'm going to this culinary fair in New Jersey."
620,71,10,Monica,"Yeah, I knew."
619,71,9,Phoebe,"Yeah, but you kinda knew that something was going on, didn't you?"
618,71,8,Monica,"Hey! I didn't know either."
617,71,7,Phoebe,"I've had that dog there for three days and Chandler had no idea. He's not so smart."
616,71,6,Monica,"That's not gonna work."
615,71,5,Phoebe,"You know if you want, we can sneak the dog back in and Chandler wouldn't even know."
614,71,4,Monica,"Oh my god! Did you hear that? She said Monica!  Oooh, I can't leave her!"
613,71,3,Phoebe,"Yeah, okay."
612,71,2,Monica,"Stop it. Stop! Okay let's go. We can be strong."
611,71,1,Phoebe,"Please don't leave me, I'll be lonely."
610,71,0,Monica,"Okay Phoebe, we should probably go back now."
609,70,11,Chandler,"If I broke up with you, I?d miss you."
608,70,10,Ross,"Then be supportive like a guy."
607,70,9,Chandler,"It?s possible. You are very loveable, I?d miss you if I broke up with you.  I was just trying to be supportive."
606,70,8,Ross,"Well, maybe the crazy fog has lifted and she realises that life without me.... a-sucks."
605,70,7,Joey,"Wow, what-what do you think she wants?"
604,70,6,Ross,"So Rachel called. Wants to see me. Going over in a minute."
603,70,5,"Chandler and Joey","Hey!"
602,70,4,Ross,"Hello."
601,70,3,Joey,"Okay, and whenever I can?t do it, they?re all like-like laughing at me."
600,70,2,Joey,"She told everyone in the company about that info-mercial, and now they all keep asking me to open their drinks."
599,70,1,Joey,"I hate her!"
598,70,0,Joey,"I hate this woman!!"
597,69,10,Chandler,"Oh, yeah! RACHEL TALKS TOO!"
596,69,9,Monica,"OH!"
595,69,8,Chandler,"Yeah, ok. I'm sure that doctor's office can't be worst than    on a class trip to the Hershey's factory!"
594,69,7,Monica,"Look, I don't wanna do this test either, but I really do think    it's a good idea!"
593,69,6,Chandler,"I cannot believe Ross told you that!     And in my defense, it was a Wendy's!"
592,69,5,Monica,"It's not ok to do it in a doctor's office but it is ok to do    it in a parked car behind a Taco Bell?"
591,69,4,Chandler,"It's weird! In a doctor's office?"
590,69,3,Monica,"What is the big deal?"
589,69,2,Monica,"Which?"
588,69,1,Joey,"Yep."
587,69,0,Monica,"Thank you. So what does this Bob guy look like? Is he tall? Short?"
586,68,9,Monica,"Are you kidding?! I get a"
585,68,8,Rachel,"Oh yeah, Joey broke it. Had to get rid of it."
584,68,7,Monica,"Do you guys know what happened to Chandler?s barcalounger?"
583,68,6,Joey,"Hey!"
582,68,5,Rachel,"Hey!"
581,68,4,Monica,"Hey guys!"
580,68,3,Rachel,"Uh-huh."
579,68,2,Joey,"Ahhh??  Eh?"
578,68,1,Rachel,"Ahhhh?."
577,68,0,Joey,"Oh yeah."
576,67,10,Monica,"Oh my God! Chandler!"
575,67,9,Phoebe,"Monica, you might want to remember that you are married. Where"
574,67,8,Monica,"Oh my God, can you believe we are surrounded by all    this? I can barely control myself."
573,67,7,Phoebe,"Hey!"
572,67,6,Monica,"Oh yeah that's what you want - my inhibitions lowered."
571,67,5,Joey,"you have to calm down, alright...    go, go get yourself a drink or something..."
570,67,4,Joey,"Hey, that's why I didn't invite you."
569,67,3,Monica,"I love you!"
568,67,2,"Kyle Lowder","Hi."
567,67,1,Monica,"Oh my God! Kyle Lowder!"
566,67,0,Joey,"Hey! Hey alright! Hey, glad you could make it     Thanks for coming."
565,66,9,Joey,"I mean I know she turned me down, but if she hadn?t and wanted to be with me, I would take her in my arms and?  I haven?t bummed you guys out like this in a while have I?"
564,66,8,Joey,"I mean seriously, she?s like the perfect woman."
563,66,7,Phoebe,"I know!"
562,66,6,Joey,"God. He?s crazy! Why doesn?t he want to be with Rachel?"
561,66,5,Phoebe,"Right. And with who again?"
560,66,4,Ross,"Okay, stop it! I can?t deal with this right now. I have to go have a baby."
559,66,3,Phoebe,"But y?know what? It just seems that you two belong together."
558,66,2,Ross,"Are you kidding? Look, we?re not gonna be together just because we?re having a baby. Okay?"
557,66,1,Phoebe,"Yeah.  Why aren?t you with Rachel?"
556,66,0,Ross,"she came and dragged me out of the labor room to ask me why I?m not with Rachel."
555,65,11,Ross,"Oh, I?m sorry you?ve been Bamboozled! You?re gonna be a terrible mother!  I?ve lost sight of why we?re doing this!"
554,65,10,Rachel,"A card! A card! I pick a card!"
553,65,9,Ross,"Excellent! Excellent, now-now do you want another question or a Wicked Wango card?"
552,65,8,Rachel,"Check if it?s wet, check if it?s hungry, burp it!"
551,65,7,Ross,"That?s correct! This is an audio question, what do you do when the baby makes this sound?"
550,65,6,Rachel,"Full, dry, on its back, and no loose covers."
549,65,5,Ross,"Excellent! How do you put a baby down for a nap?"
548,65,4,Rachel,"Uh, put your elbow in it."
547,65,3,Ross,"All right then.  Rachel Green! Let?s play Bamboozled!  How do you test the temperature of the baby?s bath water?"
546,65,2,Rachel,"Yes, I?ve done my studying and I really know my stuff."
545,65,1,Ross,"You sure?"
544,65,0,Rachel,"Okay! I?m ready."
543,64,9,Monica,"Come on sweetie, I just want this weekend to be perfect, I mean we can change rooms, can't we?"
542,64,8,Monica,"I mean, if they didn't change the glasses, who knows what else they didn't change."
541,64,7,Monica,"No, they gave us glasses with lipstick on them!"
540,64,6,Chandler,"Oh dear God, they gave us glasses!"
539,64,5,Monica,"We're switching rooms."
538,64,4,Chandler,"Oh yes! Monica, get in here! There's a high-speed car chase on!"
537,64,3,Monica,"Come here.  Okay, be right back."
536,64,2,Chandler,"Oh, you should live with Joey,"
535,64,1,Monica,"Ooh, chocolates on the pillows! I love that!"
534,64,0,Chandler,"I can't believe it! We're here!"
533,63,9,Joey,"Come on."
532,63,8,Joey,"Okay, moving right along."
531,63,7,Joey,"Ross is one of our most important scientists, look at him, hard at work."
530,63,6,Joey,"Everyone wave ?Hi? to Ross."
529,63,5,Joey,"Uhh, and over here we have Ross Geller."
528,63,4,Joey,"Right down here,  we have a large foot."
527,63,3,Joey,"This is a museum, no talking."
526,63,2,Joey,"Shhh!"
525,63,1,"Smart Kid","Isn?t the Mastodon from the Pliocene Epic?"
524,63,0,Joey,"Okay, now the Mastodon is from the semi-late Jurassic period."
523,62,12,Rachel,"Yeah, I do."
522,62,11,Monica,"I don?t remember. Do you wanna take a walk?"
521,62,10,Rachel,"Oh yeah, what?s it about?"
520,62,9,Monica,"I am good. I finished my book."
519,62,8,Rachel,"So, how are you?"
518,62,7,Monica,"Oh my God!"
517,62,6,Rachel,"Music. Very nice."
516,62,5,Monica,"I guess they?re back from their date."
515,62,4,Rachel,"Oh.  Oh my God, is that Phoebe?"
514,62,3,Monica,"No honey, I?m sorry, but the weekend?s not over yet."
513,62,2,Chandler,"Yes, this, this was pleasant."
512,62,1,Joanna,"Well, thanks again for lunch."
511,62,0,Chandler,"It?s not a big deal. It?s, just it?s right here,  and it?s all the time."
510,61,12,Chandler,"Okay, let?s play! The big game, Italy vs. China, apparently."
509,61,11,Joey,"Okay, you?re on."
508,61,10,Chandler,"Yes it would. What do you say to $50?"
507,61,9,Joey,"It would be easier if you just give me your money."
506,61,8,Joey,"You haven?t beaten me once since my injury plagued ?97 season."
505,61,7,Joey,"What, are you crazy?"
504,61,6,Chandler,"What do you say we play a little uh, foosball for money?"
503,61,5,Chandler,"Say, Joe, I had a strange idea of what we could do for our last night."
502,61,4,Joey,"Me, bringing the food of my ancestors, you, the food of yours!"
501,61,3,Joey,"Hey, actually in a way it?s kinda nice."
500,61,2,Joey,"Oh that?s okay."
499,61,1,Chandler,"Oh, I wish I?d know you were going to do that, I ordered Chinese."
498,61,0,Joey,"Here it is! Our last pizzas together as roommates."
497,60,13,Phoebe,"Nah-ha!"
496,60,12,Ross,"Remember, I-I sucked that mini-marshmallow out of your belly button?"
495,60,11,Ross,"I ate hot fudge off you naked."
494,60,10,Ross,"Rachel, I?ve seen you naked a million times."
493,60,9,Rachel,"I don?t want you to see me naked!"
492,60,8,Ross,"What?"
491,60,7,Rachel,"Okay. Okay, great! Umm, okay, just turn around."
490,60,6,Ross,"Sure, okay."
489,60,5,Rachel,"Oh wait, Ross, would you just stay and help me get dressed?"
488,60,4,Ross,"Okay, come on! All right, I gotta go! So good luck at the party. Okay?"
487,60,3,Rachel,"Sure, I?ll just sit next to the trans-sexual from purchasing."
486,60,2,Ross,"Yep?"
485,60,1,Rachel,"Sure."
484,60,0,Ross,"There you go! Good enough for your party, huh?"
483,59,10,Monica,"But the minute we start to lie to each other?  And by 'we' I mean society."
482,59,9,Ross,"Well, maybe he just didn't want to hurt your feelings."
481,59,8,Monica,"You've been lying to me? I can't believe you'd do that."
480,59,7,Chandler,"I'm sorry but, ow-owww-owww!"
479,59,6,Rachel,"Maybe Joey's right. Maybe all good deeds are selfish."
478,59,5,Phoebe,"That old jackass!"
477,59,4,Phoebe,"Then I felt wonderful."
476,59,3,Phoebe,"But he caught me and force-fed me cider and cookies."
475,59,2,Phoebe,"Well, I snuck over there and-and raked up all the leaves on his front stoop."
474,59,1,Phoebe,"Y'know that old guy that lives next to me?"
473,59,0,Phoebe,"I cannot believe I can't find a selfless good deed!"
472,58,11,"Fake Monica","Really? Then why are you like that?"
471,58,10,Monica,"Um, I'm not actually Amish."
470,58,9,"Fake Monica","Yes necessarily! I mean, I dunno what it is, maybe it's the Amish thing."
469,58,8,Monica,"Not necessarily..."
468,58,7,"Fake Monica","You're gonna go back to being exactly who you were, because that's who you are."
467,58,6,"Fake Monica","There's nothing to wonder about, Monica."
466,58,5,Monica,"Well, not... worried, just... wondering."
465,58,4,"Fake Monica","Monica, I started my day by peeing in front of twenty-five other women, and you're worried about who's gonna take you to the"
464,58,3,Ross,"Thank you!"
463,58,2,Carol,"Hello? It's not gonna be Helen Geller."
462,58,1,Ross,"Helen Geller? I don't think so."
461,58,0,Susan,"Oh, please! What's wrong with Helen?"
460,57,13,Everyone,"Hi, welcome home!"
459,57,12,Rachel,"Hi!"
458,57,11,Joey,"You know what you should占쏙옙ve done, you should have told yourself  that little story."
457,57,10,Chandler,"Not matter what I did I couldn占쏙옙t fall asleep."
456,57,9,Chandler,"I was like, if I fall asleep  now I占쏙옙ll get six hours sleep, but if I fall asleep now I占쏙옙ll get five hours  sleep."
455,57,8,Chandler,"Y占쏙옙know?"
454,57,7,Chandler,"Couldn占쏙옙t sleep last night you know, then I started worrying  about this big divisional meeting that I have later today, the more I worried  about it the more I couldn占쏙옙t sleep."
453,57,6,Joey,"Why占쏙옙re you so tired?"
452,57,5,Chandler,"No, no, Ross and Rachel will be back soon and then I gotta  go to the office  Am I producing  them?"
451,57,4,Monica,"Honey why don占쏙옙t you go lie down."
450,57,3,Chandler,"Yea yea."
449,57,2,Monica,"So  sexy.  Honey."
448,57,1,Phoebe,"No they ran out of """"It占쏙옙s a girl"""" but I can fix this one,  See?"
447,57,0,Monica,"Ok, I don占쏙옙t wanna be negative so I占쏙옙ll say that most of the  signs you bought are good."
446,56,9,All,"Nooo!"
445,56,8,Rachel,"Alright, that's it! Give it back! That's it!"
444,56,7,Ross,"Tell ya, you don't wanna be around when he starts writing with those!"
443,56,6,Ross,"Wait, did you get to the part about his 'huge throbbing pens'?"
442,56,5,Rachel,"Alright, alright, so I'm not a great typist..."
441,56,4,Joey,"You usually find them on the 'heaving beasts'."
440,56,3,Monica,"What's a 'niffle'?"
439,56,2,Monica,"Bye... bye..."
438,56,1,Rachel,"Oh, time's up."
437,56,0,Chandler,Airplane
436,55,13,Joey,"Listen, I ah, I know it?s a longshot. But, by any chance did she find that funny?"
435,55,12,Chandler,"It came up."
434,55,11,Joey,"Heard about the leg burnin? huh?"
433,55,10,Chandler,"Actually he?s the smallest person in the world."
432,55,9,Joey,"Morning."
431,55,8,Joey,"She?s right in there."
430,55,7,Chandler,"Where?s Mary-Angela?"
429,55,6,Joey,"Yeah."
428,55,5,Joey,"She was like the sixth person to spit on Mussolini's hanging body."
427,55,4,Joey,"Now look, listen, listen, you got to be cool, ?cause my Grandma doesn?t know about you two yet, and you do not want to tick her off."
426,55,3,Joey,"You are so the man!"
425,55,2,Chandler,"I?m here to see Mary-Angela."
424,55,1,Joey,"Waiting for my Grandma to finish my laundry. What about you?"
423,55,0,Chandler,"Joey, what-wh-wh-wha-wh-wha-wh-wha-wh-wha-what are you doing here?"
422,54,10,Rachel,"Ok. That's fine."
421,54,9,"Dr. Franzblau","I'm gonna go check up on your friend."
420,54,8,Rachel,"Yeah. Gotcha."
419,54,7,"Dr. Franzblau","Ok, all right, well aren't there times when you come home at the end of the day, and you're just like, 'if I see one more cup of coffee'..."
418,54,6,Rachel,"I'm a waitress."
417,54,5,Ross,"Sorry."
416,54,4,Ross,"Fact, she, uh- she never took'em off, 'cause we-we-  Sorry."
415,54,3,Ross,"Carol was wearing boots just like those the night that we- we first- y'know."
414,54,2,Chandler,"We'll take a brief time out while Messier stops to look at some women's shoes."
413,54,1,Joey,"Leetch spots Messier in the crease- there's the pass!"
412,54,0,Chandler,"...Poulet passes it up to Leetch!"
411,53,13,Joey,"Oh, yeah?! Then how come I keep thinking about her in all these sexual scenarios and stuff huh?!"
410,53,12,Chandler,"If you were in a school yard you?d be pulling her pigtails and pushing her down now!"
409,53,11,Chandler,"Hey, you have nothing but talk about her for the last 48 hours!"
408,53,10,Joey,"Oh.  Ohh. Ohh, you?re out of your mind."
407,53,9,Chandler,"I?m talking about you. You big, big freak."
406,53,8,Joey,"Hey, Chandler, can we please stay focused on my problem here?! Y'know?"
405,53,7,Chandler,"I think somebody has a crush on somebody."
404,53,6,Joey,"With her, ?Oh, I?m so talented.? and ?Oh, I?m so pretty,? and ?Ooh, I smell so good.?"
403,53,5,Joey,"I hate her!!"
402,53,4,Joey,"God, I just, I hate her!"
401,53,3,Chandler,"Ah, Sliced Bread, a wonderful Lady MacBeth."
400,53,2,Joey,"Just because she went to Yale drama, she thinks she?s like the greatest actress since, since, sliced bread!"
399,53,1,Chandler,"I wasn?t doing anything.  Uh-oh, what did she do now?"
398,53,0,Chandler,"I don?t think this town is big enough for both of us to relax in.  Draw!!"
397,52,11,Phoebe,"Okay, so it?s probably just the Ross thing then."
396,52,10,Rachel,"I don?t have any issues with my Father."
395,52,9,Phoebe,"Wow. So, okay, maybe that means that, you?re not over Ross yet and you have issues with your father."
394,52,8,Rachel,"Y'know, like I?d be cheating on Ross or something."
393,52,7,Rachel,"I mean I?m standing there with this charming, cute guy, who?s asking me to go out with him, which I?m allowed to do, and I felt guilty."
392,52,6,Rachel,"Oh, but it was so strange."
391,52,5,Rachel,"I mean I think I?d say no to anybody right now."
390,52,4,Phoebe,"Huh."
389,52,3,Rachel,"Well, I told him I would think about it, but I?m gonna tell him no."
388,52,2,Phoebe,"What, so what are you gonna tell him?"
387,52,1,Rachel,"I know."
386,52,0,Phoebe,"Wow! I cannot believe Mark asked you out."
385,51,11,Joey,"Although some of that stuff wasn't where you said it was gonna    be, but...  I made it work."
384,51,10,Ross,"Glad I could help man."
383,51,9,Joey,"Hey Ross! That art stuff worked, you hooked me    up."
382,51,8,Charlie,"Yeah, let's go.   Thanks    Ross."
381,51,7,Joey,"You're ready?"
380,51,6,Charlie,"Hey!"
379,51,5,Ross,"Hey!"
378,51,4,Joey,"Hey!"
377,51,3,Ross,"That was going to be my next argument."
376,51,2,Charlie,"He is very sweet. Plus he's"
375,51,1,Ross,"You know, that's the    kind of guy Joey is."
374,51,0,Ross,"And if you think about it, I mean the reason he memorized all    that stuff is because he thought it was important to you."
373,50,11,Rachel,"Well, actually Gunther sent me. You?re not allowed to have cups out here, it?s a thing."
372,50,10,Phoebe,"You?re so sweet to wait with me."
371,50,9,Phoebe,"It?s like the last desperate chance to have a family, y'know, kinda thing."
370,50,8,Phoebe,"Y'know it?s just y'know Mom?s dead, don?t talk to my sister, Grandma?s been sleeping a lot lately."
369,50,7,Phoebe,"No, I know, I?m just nervous."
368,50,6,Rachel,"Well relax, he?ll be here."
367,50,5,Phoebe,"Yeah, I did. I think it sounds y'know big sistery, y'know, ?Frank?s always late.?"
366,50,4,Rachel,"I thought you only met him once?"
365,50,3,Phoebe,"No, but he?s always late."
364,50,2,Rachel,"Any sign of your brother?"
363,50,1,Phoebe,"Hey!"
362,50,0,Rachel,"Hey Pheebs."
361,49,8,Ross,"Oh! So-so seriously, what time?"
360,49,7,Ross,"Gotcha."
359,49,6,Ross,"What time?"
358,49,5,Ross,"Oh I, I don?t-I don?t think that would be the best idea."
357,49,4,Ross,"That was you?"
356,49,3,Erin,"What about shut up?"
355,49,2,Joey,"What about Game 1 of the Series?"
354,49,1,Erin,"What about Benitez?"
353,49,0,Joey,"How can you say that?! The"
352,48,6,Ross,"Look, it's just a little more complicated..."
351,48,5,Joey,"You slept with her for seven years after that."
350,48,4,Joey,"So you slept with her for the first time, so what?"
349,48,3,Joey,"What is the big deal about today?"
348,48,2,Joey,"He's right, enough, already."
347,48,1,Chandler,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?"
346,48,0,Ross,"I remember the moonlight coming through the window- and her face had the most incredible glow."
345,47,8,Mona,"Ohh!  And I love spending time with you."
344,47,7,Ross,"I love you!"
343,47,6,Mona,"What?"
342,47,5,Ross,"I?m trying to tell you I made you a mix tape."
341,47,4,Mona,"Umm, I-I thought we were moving forward and now you?re-you?re sending me all these mixed signals. What are you trying to tell me?"
340,47,3,Mona,"I don?t understand. You-you give me a key to your apartment and then you change the lock."
339,47,2,Ross,"No. That guy is."
338,47,1,Mona,"Hey Ross, what?s going on? You changing the lock?"
337,47,0,Ross,"Okay, and oh I?m gonna need a bunch of extra keys. Apparently I give them away for no reason at all."
336,46,6,Ross,"Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask?"
335,46,5,Joey,"Right.? Thanks.? It's June.? I'm outta here."
334,46,4,Chandler,"Angela's the screamer, Andrea has cats."
333,46,3,Joey,"Great story!? But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea...? Oh man,"
332,46,2,Ross,"Do the words 'Billy, don't be a hero' mean anything to you?"
331,46,1,Ross,"Do you know how long it's been since I've grabbed a spoon?"
330,46,0,Ross,"Grab a spoon."
329,45,5,Chandler,"I... I don't know... you seem lovely."
328,45,4,"Bitter lady","Chapter 7: Divorce is a 4 letter word."
327,45,3,"Bitter lady","Because in    life there are no intermissions, people."
326,45,2,"Bitter lady","Well, you're not gonna get one!"
325,45,1,Chandler,"oh yes, God yes!!"
324,45,0,"Bitter lady","Well, I bet you are all thinkin' """"Now would be a really    great time for an intermission"""", huh?"
323,44,6,Chandler,"Oh, y'know, what did you mean when you said pivot?"
322,44,5,Rachel,"I know, me neither! I mean, you"
321,44,4,Ross,"I can't believe that didn't work!"
320,44,3,Chandler,"Okay, yeah, I think it's really stuck now."
319,44,2,Ross,"All right, let's uh, let's bring it back down and-and try again."
318,44,1,Rachel,"You think?!"
317,44,0,Ross,"Okay, I don't think it's going to pivot anymore."
316,43,4,"Joey's Doctor","Kidney stones!"
315,43,3,Joey,"Or?"
314,43,2,"Joey's Doctor","It's kidney stones."
313,43,1,Joey,"Umm, well, what else could it be?"
312,43,0,"Joey's Doctor","Mr. Tribbiani, I'm afraid you've got kidney stones."
311,42,8,Joey,"Noo!! I?ve had the best day ever! Dude, check this out!"
310,42,7,Chandler,"Yeah?"
309,42,6,Joey,"Me too."
308,42,5,Chandler,"And if it makes you feel any better, I?ve had a really lousy day."
307,42,4,Chandler,"I really shouldn?t have said that you were embarrassing me, I mean that really wasn?t cool."
306,42,3,Chandler,"No-no-no, y?know what?"
305,42,2,Joey,"Oh.  Sorry!"
304,42,1,Chandler,"Hey."
303,42,0,Joey,"Hey."
302,41,8,"Dr. Franzblau","It's like uh...Well, for instance, what do you do?"
301,41,7,"Dr. Franzblau","I try not to let my work affect my personal life, but it's hard, when you... do what I do."
300,41,6,Rachel,"Oh."
299,41,5,"Dr. Franzblau","No, no, really. I suppose it's because I spend so much time, you know, where I do."
298,41,4,Rachel,"Right, yeah, I've heard that about cute doctors."
297,41,3,"Dr. Franzblau","No, it's hard enough to get women to go out with me."
296,41,2,Rachel,"No, no, not at the moment, no, I'm not. Are you?"
295,41,1,"Dr. Franzblau","So, uh, tell me, are you currently involved with anyone?"
294,41,0,"Dr. Franzblau","I don't know, could be an hour, could be three, but relax, she's doing great."
293,40,5,Joey,"No."
292,40,4,Ross,"You wanna buy a car?"
291,40,3,"The Man In The Sportscar","How hot are we?"
290,40,2,Ross,"Woohoo!"
289,40,1,Joey,"All-all right!  Start it up! Let?s go!"
288,40,0,Ross,"Yes! My baby?s finally free!"
287,39,6,Steve,"It's a lovely apartment."
286,39,5,Phoebe,"Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of  of, OK, smells."
285,39,4,Steve,"Yeah, OK."
284,39,3,Monica,"This is Rachel."
283,39,2,Steve,"Hello, Monica.  Hello, greeter girl."
282,39,1,Monica,"Hi Steve!"
281,39,0,Rachel,"Well hello! Welcome to Monica's. May I take your coat?"
280,38,8,Rachel,"Um... my... father."
279,38,7,Monica,"And who pays for that?"
278,38,6,Rachel,"Uh, credit card."
277,38,5,Monica,"How'd you pay for them?"
276,38,4,Rachel,"They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots!"
275,38,3,Chandler,"Oh, how well you know me..."
274,38,2,Rachel,"You would be too if you found John and David boots on sale, fifty percent off!"
273,38,1,Chandler,"And yet you're surprisingly upbeat."
272,38,0,Rachel,"Are you kidding? I'm trained for nothing! I was laughed out of twelve interviews today."
271,37,6,Ross,"I know, I wasn?t finished.   But don?t worry! We?re gonna go down the fire escape!!"
270,37,5,Joey,"Ross. I was thinking we could just go down the fire escape."
269,37,4,Ross,"Yeah, I guess we don?t have a choice.  Help us! Please help us! We?re stuck up on the roof and we can?t get down!!!"
268,37,3,Joey,"All right well, y?know?I guess we know what we have to do to get down."
267,37,2,Ross,"I can?t believe this!!"
266,37,1,Joey,"Come on!"
265,37,0,Ross,"Rachel!! Monica!!"
264,36,4,"Ms. McKenna","Then, problem solved. Chandler will be running our office  in Tulsa. You占쏙옙re gonna love Oklahoma."
263,36,3,Chandler,"Yes."
262,36,2,"Ms. McKenna","Are you on board?"
261,36,1,Chandler,"Yep."
260,36,0,"Ms. McKenna","Ok if everyone占쏙옙s on board, it占쏙옙s settled, Chandler,   Chandler?"
259,35,8,Frannie,"Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years."
258,35,7,Monica,"You mean you know Paul like I know Paul?"
257,35,6,Frannie,"Paul the Wine Guy? Oh yeah, I know Paul."
256,35,5,Monica,"You know Paul?"
255,35,4,Frannie,"Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex!"
254,35,3,Monica,"How do you do that?"
253,35,2,Frannie,"You had sex, didn't you?"
252,35,1,Monica,"Hey Frannie, welcome back! How was Florida?"
251,35,0,Frannie,"Hey, Monica!"
250,34,5,Joey,"Yeah!  Y?know, she could use a little?  Oh nice shot!!!"
249,34,4,Ross,"Yeah, laugh all you want but in ten minutes we?re gonna have younger looking skin!"
248,34,3,Monica,"I?m sorry. I?m sorry. I-I should probably leave you girls alone."
247,34,2,Monica,"Alright, what?s going on?"
246,34,1,Chandler,"I thought you were gonna be gone all day."
245,34,0,Monica,"Hey guys! Do you wanna look at the song list for the wedding?  Guys?"
244,33,4,Joey,"Yeah, you are!  I scared you!"
243,33,3,Chandler,"I'm over here big guy."
242,33,2,Joey,"It worked! I scared ya, I knew it! Ha-ha!"
241,33,1,Chandler,"Arghhhhhh!!"
240,33,0,Rachel,"Hey Mon, what are you doing now? Wanna come see a movie with us?"
239,32,6,Doug,"Oh yeah-yeah-yeah, y?know I did it and I felt a hell of a lot better and if you whip it just right you might hit a seagull in the head."
238,32,5,Chandler,"Oh no-no-no!"
237,32,4,Doug,"No, it?s a wedding ring. You gotta get rid of it. We?re gonna go to the East River right now and throw it in there!"
236,32,3,Chandler,"It?s a hand. It?s a thing you use as a"
