speaker,utterance,emotion,annotation,temp
Joey,"That's right baby.",joy,1400000,"Test_Set"
Chandler,"Four hours? You guys have been doing this for four hours?",surprise,0000140,"Test_Set"
Ross,"Monica! Stop throwing it so hard! We're on the same team!",anger,0000500,"Test_Set"
Phoebe,"She must've left.",neutral,4000001,"Test_Set"
Monica,"Ooh, an ink stain! Hey, can I watch how you get this out?",joy,1300010,"Test_Set"
Phoebe,"I-I-I'd love to. Let me just tell my friend.",joy,0400010,"Test_Set"
Phoebe,"A little.   Now you're talking.",neutral,3200000,"Test_Set"
Phoebe,"Oh yeah well, I'm sorry about that too, but what are you going to do?",neutral,3000020,"Test_Set"
Phoebe,"What?",surprise,1000040,"Test_Set"
Phoebe,"Okay.",neutral,4000010,"Test_Set"
Monica,"Are you kidding? This is where they get out stains! Okay? This is like","non-neutral",1200020,"Test_Set"
Phoebe,"Oh, you didn't have to come in with me.",neutral,3000020,"Test_Set"
Phoebe,"Yeah, we both can. And we both will.",neutral,4100000,"Test_Set"
Monica,"Don't worry Phoebe, you're gonna meet someone. If I can meet a great guy, so can you.",neutral,5000000,"Test_Set"
Phoebe,"When I get up there I'm going to kick some ass.",anger,0000500,"Test_Set"
Phoebe,"The universe said I was going to meet a nice guy and that's what they gave me?","non-neutral",0020012,"Test_Set"
Phoebe,"A new grocery store.",neutral,4000001,"Test_Set"
Monica,"What?!",surprise,0000050,"Test_Set"
Phoebe,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",disgust,1000004,"Test_Set"
Phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,1000004,"Test_Set"
Monica,"That's not your regular dry cleaners.",neutral,4000010,"Test_Set"
Phoebe,"Oh there it is.",neutral,3000020,"Test_Set"
Joey,"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral,4000001,"Test_Set"
Ross,"You're kidding.",surprise,0000050,"Test_Set"
Joey,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral,3000110,"Test_Set"
Ross,"Ah, the forbidden love of a man and his door.",neutral,4000001,"Test_Set"
Chandler,"Yeah. No. No...",anger,1010300,"Test_Set"
Chandler,"Really stupid.",anger,1000301,"Test_Set"
Chandler,"You kissed my best Ross! ...Or something to that effect.",anger,0100310,"Test_Set"
Chandler,"No, just knowing you're gonna be there is enough.",neutral,4100000,"Test_Set"
Chandler,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,1100003,"Test_Set"
Ross,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",joy,2300000,"Test_Set"
Chandler,"I can't remember the last time I got a girl to take care of my monkey.","non-neutral",2110001,"Test_Set"
Ross,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral,3200000,"Test_Set"
Ross,"Well, I think it's perfect.",joy,1400000,"Test_Set"
Joey,"'Tonight' tonight?",surprise,0000050,"Test_Set"
Ross,"But she said she's looking for someone, and someone is gonna be there tonight.",neutral,5000000,"Test_Set"
Ross,"Well, I added the 'exactly like me' part...",neutral,5000000,"Test_Set"
Joey,"She really said that?",surprise,0000050,"Test_Set"
Chandler,"What? What can't you do?",surprise,2000030,"Test_Set"
Joey,"We can't do that.",neutral,4000001,"Test_Set"
Chandler,"That's OK.",neutral,4000001,"Test_Set"
Joey,"Good for you.  Uh, quarters or rolls of quarters?","non-neutral",2200010,"Test_Set"
Phoebe,"Aw, all right take this bed, you can make other friends.","non-neutral",1210001,"Test_Set"
Phoebe,"Oh my God!",surprise,0101030,"Test_Set"
Phoebe,"Eh, Monica it, it feels so weird, y'know, Chandler's your friend...  Oh!",surprise,0001040,"Test_Set"
Monica,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",joy,0500000,"Test_Set"
Phoebe,"Hi. Y'know in England this car would be on the other side of the store.  Woo!",joy,1400000,"Test_Set"
Monica,"Not at these prices.","non-neutral",2200010,"Test_Set"
Phoebe,"I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler.","non-neutral",1011101,"Test_Set"
Phoebe,"It feels funny just being here.","non-neutral",1012001,"Test_Set"
Phoebe,"I don't know Monica.","non-neutral",1012010,"Test_Set"
Phoebe,"Ugh!",disgust,0001103,"Test_Set"
Rachel,"Come on you gotta have one!",surprise,1000130,"Test_Set"
Ross,"No.",neutral,3001001,"Test_Set"
Rachel,"I mean do you have any fun, you know, fantasy type things?",neutral,3001010,"Test_Set"
Ross,"What?",neutral,3000020,"Test_Set"
Rachel,"Well honey, what about you?",neutral,4010000,"Test_Set"
Ross,"Yeah.",sadness,2030000,"Test_Set"
Rachel,"You remember not having sex in high school, right?","non-neutral",1000022,"Test_Set"
Ross,"I think I have an old band uniform from high school.","non-neutral",2200010,"Test_Set"
Rachel,"Hmm.",neutral,3020000,"Test_Set"
Ross,"Nooo, I had to return it to the costume place.","non-neutral",2020010,"Test_Set"
Rachel,"Do you still have that, um, Navy uniform?","non-neutral",2002010,"Test_Set"
Ross,"Hmm?",neutral,3000020,"Test_Set"
Rachel,"Honey, I was wondering....",neutral,3001010,"Test_Set"
Chandler,"Well it's very unsettling.","non-neutral",0002102,"Test_Set"
Monica,"Then why are you smoking?",disgust,1000013,"Test_Set"
Chandler,"I have the lung capacity of a two year old.",neutral,3010001,"Test_Set"
Joey,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.","non-neutral",0010022,"Test_Set"
Phoebe,"No! No!! It's me! It's me! I-I didn't want to make any noise!","non-neutral",0102020,"Test_Set"
Phoebe,"Ow! My ass. Okay. Okay.  Oh, shhh!","non-neutral",0002120,"Test_Set"
Joey,"Oooh, wrong answer.",neutral,4010000,"Test_Set"
Joey,"Excellent! Excellent! And uh, finally, are you into any weird stuff y'know, sexually?",joy,2300000,"Test_Set"
Joey,"Whoa, for like months?",surprise,0000050,"Test_Set"
Ross,"I actually had a topic in mind! I'm, I'm kinda going through a dry spell, sex wise.","non-neutral",2021000,"Test_Set"
Joey,"Sure. What? About uh, you showering with your mom?","non-neutral",1001012,"Test_Set"
Ross,"Do you have a minute? I'd like to talk to you about something I'm, I'm really uncomfortable talking about.",fear,1004000,"Test_Set"
Joey,"Hey.",neutral,5000000,"Test_Set"
Ross,"Hey!",joy,1301000,"Test_Set"
Phoebe,"Oh no, Bonnie's the best!","non-neutral",2100020,"Test_Set"
Rachel,"Why, does she have a bad personality?",neutral,3000020,"Test_Set"
Phoebe,"Well, maybe it won't work out. Maybe Ross won't like her personality.","non-neutral",2002100,"Test_Set"
Rachel,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got","non-neutral",1000112,"Test_Set"
Phoebe,"Well I'm sorry, I thought you said it was okay.","non-neutral",1011110,"Test_Set"
Rachel,"Ohh, well, this is just perfect!",anger,1000310,"Test_Set"
Phoebe,"I don't know, I hardly ever say that about people.",neutral,3001010,"Test_Set"
Rachel,"How could you not tell me that she has hair?",surprise,1000130,"Test_Set"
Phoebe,"Yeah, she was bald, she's not now.",neutral,3000020,"Test_Set"
Rachel,"You said she was bald.","non-neutral",2100110,"Test_Set"
Monica,"Oh, there's banana on it.",neutral,3000011,"Test_Set"
Phoebe,"Hey, why are you mopping your ceiling?","non-neutral",1100021,"Test_Set"
Monica,"Hey.",neutral,4100000,"Test_Set"
Phoebe,"Hey!",joy,1300010,"Test_Set"
Phoebe,"Leslie, now would be a","non-neutral",2002100,"Test_Set"
Phoebe,"Where are you Leslie?",fear,0004010,"Test_Set"
Phoebe,"Leslie?",neutral,3001010,"Test_Set"
Phoebe,"Well, you can't answer.",neutral,3001001,"Test_Set"
Phoebe,"Where is Leslie?","non-neutral",2001020,"Test_Set"
Phoebe,"Why are there only two of you?","non-neutral",2001020,"Test_Set"
Phoebe,"Okay, good.",neutral,3110000,"Test_Set"
Phoebe,"Well, that's just the way that goes.",neutral,3011000,"Test_Set"
Phoebe,"All right.",neutral,3011000,"Test_Set"
Phoebe,"I broke it.","non-neutral",2021000,"Test_Set"
Phoebe,"'Cause let's face it, we're at Monica's.",neutral,3011000,"Test_Set"
Phoebe,"Okay?",neutral,5000000,"Test_Set"
Phoebe,"I just have to clean that up.",neutral,4010000,"Test_Set"
Phoebe,"I didn't mean to scare you.",sadness,2030000,"Test_Set"
Phoebe,"Okay, I'm sorry.",sadness,1030010,"Test_Set"
Phoebe,"Okay, after I get rid of this dirty diaper Leslie, I'll set you up with a clean one.",neutral,5000000,"Test_Set"
Phoebe,"Okay, I'm gonna take that spit bubble as, ""Yeah, I do!""",neutral,3200000,"Test_Set"
Phoebe,"Right?",neutral,5000000,"Test_Set"
Phoebe,"You guys feel safe.",neutral,4100000,"Test_Set"
Phoebe,"Me taking care of you is no problem, huh?",neutral,5000000,"Test_Set"
Chandler,"Noo!  Oh, it's okay, it's okay, baby, baby, baby.",fear,1013000,"Test_Set"
Joey,"Wait. Give him a minute.",neutral,3001010,"Test_Set"
Chandler,"See, I told you they don't swim.",neutral,3011000,"Test_Set"
Joey,"Sure.",neutral,5000000,"Test_Set"
Chandler,"I don't know. Should we try it?",neutral,4000010,"Test_Set"
Joey,"Are you sure?",neutral,3000020,"Test_Set"
Chandler,"Chicks don't swim.",neutral,4000010,"Test_Set"
Joey,"What about the chick?",neutral,3000020,"Test_Set"
Chandler,"Having a swim.",neutral,5000000,"Test_Set"
Joey,"What 'cha doing?",neutral,4000010,"Test_Set"
Phoebe,"Well, I never call",neutral,3020000,"Test_Set"
Phoebe,"Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?",neutral,4001000,"Test_Set"
Monica,"OK.",neutral,5000000,"Test_Set"
Monica,"Could we talk about this later?","non-neutral",2020001,"Test_Set"
Monica,"Eligible looters?","non-neutral",2000111,"Test_Set"
Monica,"Power company guys?","non-neutral",2010110,"Test_Set"
Monica,"Who am I gonna meet in a blackout?","non-neutral",0010121,"Test_Set"
Monica,"Why, mom?","non-neutral",2010011,"Test_Set"
Monica,"Pants and a sweater?","non-neutral",2000012,"Test_Set"
Rachel,"Wow, you guys, this is big.",surprise,0100040,"Test_Set"
Monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.","non-neutral",2000120,"Test_Set"
Rachel,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,0200030,"Test_Set"
Joey,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,2300000,"Test_Set"
Joey,"Sorry about that. Thanks for waitin'.",neutral,4010000,"Test_Set"
Joey,"I gotta go Monica, my uh, my sushi's here!",neutral,3001010,"Test_Set"
Joey,"Uh-oh!",fear,1003010,"Test_Set"
Joey,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,4100000,"Test_Set"
Joey,"Uh, well yeah-yeah, I've got all of that going on.",neutral,4001000,"Test_Set"
Monica,"Do you have a chair with your name on it?",neutral,4100000,"Test_Set"
Monica,"Do you have a dressing room?",neutral,4100000,"Test_Set"
Monica,"Joey, what's it like on a movie set, huh?",neutral,4100000,"Test_Set"
Joey,"Aw, come on! It'll be years before I forget you!",neutral,3200000,"Test_Set"
Monica,"Hey Joey! Aww, you remembered even though you're a big star!",joy,0300020,"Test_Set"
Joey,"Hey Monica, it's Joey!",joy,1400000,"Test_Set"
Monica,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,4000001,"Test_Set"
Monica,"Oh, um, Chandler?",neutral,4000010,"Test_Set"
Monica,"Sure.",neutral,4100000,"Test_Set"
Chandler,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,4000100,"Test_Set"
Chandler,"Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?",neutral,4000100,"Test_Set"
Chandler,"'Kay?",neutral,5000000,"Test_Set"
Chandler,"No, no resentment, believe me, it's worth it.",neutral,3100100,"Test_Set"
Rachel,"Ooh, do I sense a little bit of resentment?",surprise,0110030,"Test_Set"
Chandler,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,3001001,"Test_Set"
Monica,"Oh, you got the whole night, huh?",surprise,1100030,"Test_Set"
Chandler,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,5000000,"Test_Set"
Chandler,"Oh, that would be Monica.",neutral,5000000,"Test_Set"
Rachel,"Who is being loud?",anger,1000310,"Test_Set"
Monica,"I warned you...",neutral,3000101,"Test_Set"
Chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,0000023,"Test_Set"
Monica,"He's in the bathroom. I don't think you wanna go in there!","non-neutral",2001002,"Test_Set"
Chandler,"Where's Joey? His mom's on the phone.",neutral,4001000,"Test_Set"
Joey,"Thank you!",joy,0500000,"Test_Set"
Monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,0001004,"Test_Set"
Joey,"Whaddya think? Today's the big day!",joy,0400001,"Test_Set"
Monica,"For what?",neutral,3000020,"Test_Set"
Joey,"Here. I need to borrow some moisturizer.",neutral,5000000,"Test_Set"
Monica,"Alright, alright, alright...",neutral,4000100,"Test_Set"
Phoebe,"Yeah, okay, my bad.","non-neutral",1020110,"Test_Set"
Phoebe,"Hey!",joy,1400000,"Test_Set"
Phoebe,"They'll see you talking to me and that's--I'm a hit!",joy,1300100,"Test_Set"
Phoebe,"If anything I'm making you look better!","non-neutral",0200120,"Test_Set"
Phoebe,"No!",surprise,1000130,"Test_Set"
Phoebe,"No I'm not.",neutral,3000020,"Test_Set"
Ross,"Yeah, but you're making me look bad!",anger,0011300,"Test_Set"
Phoebe,"That's always fun to be.",joy,1400000,"Test_Set"
Phoebe,"This way I'm just y'know, the exotic, generous stranger.",joy,2300000,"Test_Set"
Phoebe,"Y'know?","non-neutral",2100020,"Test_Set"
Phoebe,"Yeah, but they didn't ask me!","non-neutral",1200020,"Test_Set"
Ross,"Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!",surprise,0000041,"Test_Set"
Phoebe,"Yeah, uh-huh, a 100 dollars.",neutral,4100000,"Test_Set"
Ross,"You chipped in?!",surprise,0000050,"Test_Set"
Phoebe,"Oh, I thought this was your party and it turns out it's a party for Howard. He's just the sweetest little man!",surprise,0000050,"Test_Set"
Ross,"And I too am just a love machine.",neutral,3200000,"Test_Set"
Joey,"What do you need?",neutral,5000000,"Test_Set"
Chandler,"The reason he just said.",neutral,4000001,"Test_Set"
Joey,"Why should I help you?!","non-neutral",0000212,"Test_Set"
Chandler,"Hi, how are ya?",neutral,5000000,"Test_Set"
Joey,"Wayne, Chandler.",neutral,3010010,"Test_Set"
Joey,"Oh, Chandler, Wayne.",neutral,4010000,"Test_Set"
Joey,"You ruined my life!",anger,0000500,"Test_Set"
Joey,"I hate you!",anger,0000500,"Test_Set"
Joey,"Well, I don't want to talk to you Wayne!",anger,0000500,"Test_Set"
Joey,"Yeah?",neutral,3000020,"Test_Set"
Joey,"Yeah! Help me get this mini-fridge past the security guard.",neutral,3100010,"Test_Set"
Chandler,"Oh I'm so sorry man! Is there anything I can do?",sadness,0040010,"Test_Set"
Joey,"I can't believe I'm going to lose this job!","non-neutral",0002120,"Test_Set"
Rachel,"Arghh!!",disgust,0000113,"Test_Set"
Monica,"Awww, y'know what your nickname is, Mr. Big","non-neutral",2210000,"Test_Set"
Chandler,"Laundry. Huh. Is that my new nickname?","non-neutral",1100021,"Test_Set"
Monica,"I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.",neutral,5000000,"Test_Set"
Monica,"I'll sneak over as soon as Ross picks up Ben.",neutral,4100000,"Test_Set"
Monica,"I can't wait to be with you!",joy,1400000,"Test_Set"
Joey,"Hey Ross, will you pass me that knife?",neutral,5000000,"Test_Set"
Ross,"Try telling my wife that.","non-neutral",2010101,"Test_Set"
Rachel,"I'm sorry your wife is gay. I guess women aren't that great either.","non-neutral",1020200,"Test_Set"
Ross,"I'm sorry your husband cheated on you.",sadness,0050000,"Test_Set"
Rachel,"Good day for married people huh?",surprise,2000030,"Test_Set"
Ross,"She is not...  She's gay. Oh my God. She is","non-neutral",1000022,"Test_Set"
Rachel,"Well, you might want to tell him it sounds like his wife is  gay.",neutral,3001100,"Test_Set"
Joey,"Wow, it is easy.  Now, I can have milk everyday.",surprise,0200030,"Test_Set"
Chandler,"You're flingin'-flangin' right I am!",joy,0400010,"Test_Set"
Ross,"Are you intrigued?",surprise,1100030,"Test_Set"
Rachel,"Noo way, Kevin.","non-neutral",1000211,"Test_Set"
Joey,"Can we please turn this off?","non-neutral",1000202,"Test_Set"
Joey,"Oh, you said it Mike.  Aw! There's got to be a better way!","non-neutral",1000220,"Test_Set"
Joey,"You guys, can we please not watch this all right.",disgust,1000103,"Test_Set"
Phoebe,"Oh, oh! It's on again!",joy,0400010,"Test_Set"
Monica,"No, but he told me, he thinks your a fox.",neutral,3100010,"Test_Set"
Chandler,"Does anyone else think David Copperfield is cute?",neutral,3101000,"Test_Set"
Ross,"Are you kidding?",surprise,0000050,"Test_Set"
Joey,"I like it.",joy,1400000,"Test_Set"
Ross,"It tastes like feet!",disgust,0000113,"Test_Set"
Rachel,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,3200000,"Test_Set"
Rachel,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sauteed with peas and onions, [Joey and Ross look like something's wrong.]","non-neutral",2100011,"Test_Set"
Rachel,"First there's a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,5000000,"Test_Set"
Rachel,"It's got all of these layers.",neutral,5000000,"Test_Set"
Rachel,"It's a trifle.",neutral,5000000,"Test_Set"
Joey,"Damn you 15s!",anger,0000401,"Test_Set"
Joey,"Why did I have to start working out again?",disgust,0011003,"Test_Set"
Joey,"'Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!","non-neutral",0002111,"Test_Set"
Joey,"No way!",anger,0001310,"Test_Set"
Chandler,"This sounds like a hernia. You have to-you-you-Go to the doctor!",surprise,0002030,"Test_Set"
Joey,"But um, I don't think it's anything serious.",neutral,3011000,"Test_Set"
Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",sadness,0032000,"Test_Set"
Joey,"Nothing!",anger,0000410,"Test_Set"
Chandler,"What's wrong with you?","non-neutral",2002100,"Test_Set"
Ross,"You see what men do! Don't tell me men are not nice!  This is men!!",anger,0000311,"Test_Set"
Chandler,"I can't remember which sister.","non-neutral",2012000,"Test_Set"
Monica,"What is the worse part?",neutral,3000020,"Test_Set"
Chandler,"Ah, I fooled around with Joey's sister.  Well, that's not the worst part.","non-neutral",1012001,"Test_Set"
Phoebe,"Why, what happened?",surprise,2000030,"Test_Set"
Chandler,"Ow, no 'woo-hooing,' no 'woo-hooing.'","non-neutral",1020101,"Test_Set"
Chandler,"Yeah, I ended up in the storage room, and not alone.",neutral,3110000,"Test_Set"
Ross,"Yeah.",neutral,5000000,"Test_Set"
Phoebe,"Where'd you get too? We lost you after you opened up all the presents.",neutral,5000000,"Test_Set"
Chandler,"Well, my apartment isn't there anymore, because I drank it.",neutral,3010001,"Test_Set"
Monica,"How ya feelin'?",neutral,5000000,"Test_Set"
Rachel,"Well, I assume I'll have to take showers with him, but y'know, that's true of any job.",neutral,3000101,"Test_Set"
Ross,"So, he's just a nice guy. You really think this Mark doesn't want anything in exchange for helping him?","non-neutral",0001121,"Test_Set"
Joey,"I mean I'll have to check with him first, but I'll think he'll be cool with it.",neutral,5000000,"Test_Set"
Joey,"All right, all right, all right.",neutral,3000002,"Test_Set"
Rachel,"Go!!",anger,1000400,"Test_Set"
Joey,"All right! I'll try! But if I can't, you can stay with Chandler and I until you get settled.",neutral,4000001,"Test_Set"
Monica,"Now Joey, you go down there and you suck up to him. I mean you suck like you've never sucked before!",neutral,3000200,"Test_Set"
Rachel,"That's not true!",anger,0000401,"Test_Set"
Monica,"Rachel always cries!",anger,1000301,"Test_Set"
Joey,"Well he made Rachel cry!",disgust,1000103,"Test_Set"
Monica,"I told you not to go down there!",anger,0000410,"Test_Set"
Rachel,"What?! You got us evicted!!",anger,0000320,"Test_Set"
Rachel,"Oh.",neutral,4000010,"Test_Set"
Monica,"You know what this is, this is us getting ready for the prom.",neutral,4100000,"Test_Set"
Rachel,"Oh my God.",surprise,0000050,"Test_Set"
Phoebe,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.","non-neutral",2200010,"Test_Set"
Rachel,"Oh, really, let me see, let me see.",joy,0300020,"Test_Set"
Ross,"They published my paper.",joy,0500000,"Test_Set"
Rachel,"What?",neutral,4000010,"Test_Set"
Ross,"Guess what?",neutral,4000010,"Test_Set"
Rachel,"Hi.",neutral,5000000,"Test_Set"
Ross,"Hi.",neutral,5000000,"Test_Set"
Monica,"I know I do.",neutral,4010000,"Test_Set"
Rachel,"You really, really need to get some sleep, honey.",neutral,4010000,"Test_Set"
Ross,"Okay.",neutral,5000000,"Test_Set"
Monica,"Because I don't work at the Szechwan Dragon.",neutral,4000001,"Test_Set"
Rachel,"Why?","non-neutral",2010020,"Test_Set"
Rachel,"All right, so are we not having dinner at all?","non-neutral",2010020,"Test_Set"
Monica,"No it's not! You want it, you're gonna have to win it!",anger,0000500,"Test_Set"
Ross,"That cup is mine!",anger,1000310,"Test_Set"
Monica,"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",neutral,5000000,"Test_Set"
Ross,"Okay, where in the hell did you get that?!",surprise,0000050,"Test_Set"
Phoebe,"You betcha!","non-neutral",2100101,"Test_Set"
Rachel,"Ah, Paolo, this is Phoebe.",neutral,5000000,"Test_Set"
Phoebe,"Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.","non-neutral",1000211,"Test_Set"
Rachel,"Oh, I found him. He was Paolo's cat.",neutral,4100000,"Test_Set"
Phoebe,"Alright. I looked all over the building and I couldn't find the kitty anywhere.",neutral,4010000,"Test_Set"
Ross,"That, that is funny... .... and Rachel keeps touching him.",neutral,3000110,"Test_Set"
Rachel,"Well, the cat... the cat turned out to be Paolo's cat!",neutral,3000020,"Test_Set"
Ross,"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral,4000010,"Test_Set"
Rachel,"Oh... Italy, I think.",neutral,5000000,"Test_Set"
Ross,"So, um... where did Paolo come from?",neutral,5000000,"Test_Set"
Rachel,"Look at that!",surprise,0000050,"Test_Set"
Rachel,"He doesn't speak much English.",neutral,5000000,"Test_Set"
Monica,"Hi!",neutral,3200000,"Test_Set"
Rachel,"And Ross.",neutral,5000000,"Test_Set"
Monica,"Hi!",neutral,3200000,"Test_Set"
Rachel,"And Joey....",neutral,5000000,"Test_Set"
Monica,"Hi!",neutral,3200000,"Test_Set"
Rachel,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral,4100000,"Test_Set"
Ross,"Lucky sixes....",neutral,4100000,"Test_Set"
Phoebe,"Umm, all righty, before we get started I just-I need you to state for the official record that you are in fact Frank Buffay.",neutral,3000110,"Test_Set"
Phoebe,"Sit!",anger,2000300,"Test_Set"
Phoebe,"Sit.",neutral,4000001,"Test_Set"
Phoebe,"Come, sit.",neutral,4000001,"Test_Set"
Phoebe,"Umm, thank you for meeting with me.",neutral,5000000,"Test_Set"
Phoebe,"My mom never gave birth. Oh! But my birth mom did.",neutral,3100010,"Test_Set"
Rachel,"Yeah, honey, maybe you can talk to somebody who's had a baby. Like your mom?",neutral,4001000,"Test_Set"
Monica,"We just want you to think it through.",neutral,5000000,"Test_Set"
Joey,"No, Pheebs, listen, if you decide to do this, we'll be supportive like crazy.",neutral,3100100,"Test_Set"
Phoebe,"Y'know you guys were a lot more supportive when I wanted to make denim furniture.","non-neutral",2000201,"Test_Set"
Ross,"Come on! The time we were all waiting in line for","non-neutral",2001101,"Test_Set"
Joey,"I totally don't know what you're talking about.","non-neutral",2000021,"Test_Set"
Ross,"Okay, I know what I have to do. I've got to go Red Ross.  Y'know, Red Ross!","non-neutral",2002100,"Test_Set"
Phoebe,"Whoa!  I kinda liked it.",joy,0300020,"Test_Set"
Phoebe,"Hi.",neutral,5000000,"Test_Set"
Ross,"All right.",neutral,5000000,"Test_Set"
Joey,"Well, maybe that's because you're closer to you. So you look bigger to you from where you are.","non-neutral",2001011,"Test_Set"
Ross,"They don't look any bigger than me!","non-neutral",2000120,"Test_Set"
Joey,"Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that one-Dude! They're all huge!",fear,1004000,"Test_Set"
Rachel,"Okay, well then bring her in.",neutral,5000000,"Test_Set"
Monica,"Yeah, sure.",neutral,5000000,"Test_Set"
Phoebe,"Very cold, hard, unyielding, y'know nothing,",neutral,3000101,"Test_Set"
Phoebe,"Once you, once you betray me, I become like the ice woman, y'know.",neutral,3000200,"Test_Set"
Phoebe,"Well okay, let this be a lesson to all of you, all right.",neutral,4000100,"Test_Set"
Joey,"Wow, that was kinda brutal.",surprise,1010030,"Test_Set"
Phoebe,"Okay. No. But thanks.",neutral,4000001,"Test_Set"
Phoebe,"No. But thanks.",neutral,5000000,"Test_Set"
Rachel,"Oh thank you so much Mr. Kaplan, thank you so much.",joy,0400010,"Test_Set"
Rachel,"Oh, that sounds great.",joy,0400010,"Test_Set"
Rachel,"Oh, you got me.",neutral,3000020,"Test_Set"
Rachel,"Op.",neutral,5000000,"Test_Set"
Rachel,"I know!","non-neutral",2100020,"Test_Set"
Rachel,"Yeah, right away Mr. Kaplan.",neutral,5000000,"Test_Set"
Ross,"That's okay, I'm cool over here. I'll catch up with you later, Joey.",neutral,3020000,"Test_Set"
Joey,"Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he",neutral,3000101,"Test_Set"
Joey,"I-I think everybody's pretending they don't hear you.",neutral,3000011,"Test_Set"
Joey,"That's crazy.",surprise,2000030,"Test_Set"
Joey,"Well, how-how come?",neutral,3000020,"Test_Set"
Monica,"No-no-no, no!","non-neutral",0001211,"Test_Set"
Monica,"Oh, just some pictures I made and hung up. I thought they'd brighten up the place. They do don't you think?",joy,1301000,"Test_Set"
Rachel,"What-what are-what are these?","non-neutral",2000021,"Test_Set"
Monica,"Hi!",neutral,3200000,"Test_Set"
Rachel,"Hey!",neutral,3200000,"Test_Set"
Ross,"Yeah, y'know how I have you guys, well she doesn't really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think it's gonna make a difference",joy,2300000,"Test_Set"
Phoebe,"Oh, really?",surprise,1000040,"Test_Set"
Ross,"Oh, better, actually. Y'know I-I-I think I finally figured out why we were having so much trouble lately.",neutral,4100000,"Test_Set"
Chandler,"Umm, how's it going with you guys?",neutral,5000000,"Test_Set"
Ross,"I have to go. Yeah, Carol should be home by now, soo...",neutral,5000000,"Test_Set"
Monica,"What?",neutral,4000010,"Test_Set"
Ross,"Sure, your dresser is missing but this she notices.","non-neutral",1000022,"Test_Set"
Monica,"Ross , foot on the floor or come over no more!",neutral,4000100,"Test_Set"
Chandler,"And this actor guy, who I'm not sure about, because when he called and I answered the phone 'Chandler Bing,' he said 'Whoa-whoa, short message.'",neutral,4010000,"Test_Set"
Chandler,"This photographer, who seemed really dull.",neutral,4010000,"Test_Set"
Chandler,"Two.",neutral,5000000,"Test_Set"
Ross,"So how many more do you have tomorrow?",neutral,5000000,"Test_Set"
Chandler,"Nice to meet you, Chandler Bing",neutral,3100100,"Test_Set"
Chandler,"Oh-ho, and yes, the guy that enjoyed my name so much he felt the need to make a little noise every time he said it.","non-neutral",1100102,"Test_Set"
Chandler,"The spitter.",disgust,1000004,"Test_Set"
